Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2014-08-05   ,26.82                       ,19.24                        ,           66.21 ,                          7.89 ,                 29.4  ,Kuzeydoğu-Kuzey    ,Açık
2014-08-06   ,27.16                       ,17.98                        ,           60.44 ,                         13.08 ,                 29.38 ,Kuzeydoğu          ,Açık
2014-08-07   ,24.07                       ,18.93                        ,           73.54 ,                         10.12 ,                 29.39 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-08-08   ,22.55                       ,17.65                        ,           74.35 ,                          6.17 ,                 29.5  ,Kuzey              ,Parçalı Bulutlu
2014-08-09   ,23.64                       ,18.29                        ,           73.37 ,                          7.67 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2014-08-10   ,24.94                       ,19.38                        ,           74.13 ,                          7.62 ,                 29.62 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-11   ,25.63                       ,19.68                        ,           72.33 ,                         10.88 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-12   ,25.94                       ,19.72                        ,           71.98 ,                          9.3  ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-13   ,25.0                        ,19.88                        ,           73.33 ,                         13.78 ,                 29.57 ,Kuzeydoğu          ,Açık
2014-08-14   ,26.71                       ,20.3                         ,           69.85 ,                          8.85 ,                 29.5  ,Kuzeydoğu-Kuzey    ,Açık
2014-08-15   ,26.18                       ,19.27                        ,           68.49 ,                          5.29 ,                 29.47 ,Kuzeydoğu          ,Açık
2014-08-16   ,27.45                       ,17.5                         ,           58.27 ,                          7.79 ,                 29.45 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-17   ,25.81                       ,20.21                        ,           72.7  ,                         12.58 ,                 29.38 ,Kuzey              ,Çoğunlukla Bulutlu
2014-08-18   ,22.65                       ,17.38                        ,           72.11 ,                         13.85 ,                 29.51 ,Kuzey              ,Çoğunlukla Bulutlu
2014-08-19   ,23.7                        ,15.07                        ,           60.81 ,                         10.38 ,                 29.65 ,Kuzeydoğu          ,Parçalı Bulutlu
2014-08-20   ,23.87                       ,17.25                        ,           67.4  ,                          8.0  ,                 29.67 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-21   ,24.72                       ,18.37                        ,           69.44 ,                          6.17 ,                 29.65 ,Kuzeydoğu          ,Açık
2014-08-22   ,26.42                       ,16.63                        ,           58.48 ,                          7.58 ,                 29.64 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-23   ,25.8                        ,18.26                        ,           65.21 ,                         12.54 ,                 29.64 ,Kuzeydoğu          ,Açık
2014-08-24   ,25.93                       ,18.69                        ,           67.08 ,                          7.33 ,                 29.52 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-25   ,24.48                       ,19.05                        ,           73.31 ,                         14.22 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-26   ,24.68                       ,17.98                        ,           67.67 ,                         13.46 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-27   ,24.55                       ,18.84                        ,           72.45 ,                          7.69 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-28   ,24.34                       ,18.79                        ,           72.35 ,                         12.54 ,                 29.53 ,Kuzeydoğu-Kuzey    ,Açık
2014-08-29   ,23.56                       ,13.8                         ,           55.35 ,                         18.25 ,                 29.7  ,Kuzeydoğu          ,Parçalı Bulutlu
2014-08-30   ,23.3                        ,15.12                        ,           60.6  ,                         16.96 ,                 29.68 ,Kuzeydoğu          ,Parçalı Bulutlu
2014-08-31   ,23.64                       ,16.32                        ,           64.25 ,                         15.69 ,                 29.56 ,Kuzeydoğu          ,Parçalı Bulutlu
2014-09-01   ,22.96                       ,17.36                        ,           71.08 ,                          8.67 ,                 29.47 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-09-02   ,24.25                       ,17.94                        ,           69.65 ,                          6.62 ,                 29.42 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2014-09-03   ,25.05                       ,18.31                        ,           68.36 ,                          6.45 ,                 29.43 ,Kuzeydoğu-Kuzey    ,Açık
2014-09-04   ,24.71                       ,19.74                        ,           74.56 ,                          9.67 ,                 29.46 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-09-05   ,24.82                       ,20.09                        ,           75.9  ,                          9.45 ,                 29.42 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-09-06   ,23.31                       ,18.75                        ,           75.35 ,                          8.27 ,                 29.39 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-09-07   ,22.72                       ,17.6                         ,           73.92 ,                          4.73 ,                 29.48 ,Değişken           ,Çoğunlukla Bulutlu
2014-09-08   ,21.33                       ,17.0                         ,           76.89 ,                          3.89 ,                 29.56 ,Değişken           ,Çoğunlukla Bulutlu
2014-09-09   ,22.51                       ,15.66                        ,           67.25 ,                          6.25 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2014-09-10   ,22.45                       ,13.88                        ,           63.15 ,                          8.44 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2014-09-11   ,22.33                       ,14.29                        ,           63.35 ,                          9.21 ,                 29.62 ,Kuzeydoğu          ,Açık
2014-09-12   ,22.7                        ,16.42                        ,           68.9  ,                          7.94 ,                 29.65 ,Kuzeydoğu-Kuzey    ,Açık
2014-09-13   ,22.86                       ,16.89                        ,           71.08 ,                          9.9  ,                 29.67 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2014-09-14   ,23.08                       ,17.09                        ,           70.21 ,                         10.4  ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2014-09-15   ,22.28                       ,15.83                        ,           67.85 ,                         10.56 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2014-09-16   ,21.96                       ,15.23                        ,           67.4  ,                         10.12 ,                 29.54 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2014-09-17   ,21.31                       ,14.64                        ,           66.44 ,                         13.69 ,                 29.54 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2014-09-18   ,18.76                       ,14.58                        ,           76.66 ,                          4.96 ,                 29.64 ,Değişken           ,Çoğunlukla Bulutlu
2014-09-19   ,19.63                       ,13.3                         ,           68.39 ,                          7.27 ,                 29.79 ,Değişken           ,Parçalı Bulutlu
2014-09-20   ,19.07                       ,11.77                        ,           64.08 ,                          5.67 ,                 29.8  ,Kuzeydoğu          ,Parçalı Bulutlu
